id,saleprice,overall_qual,gr_liv_area,garage_area,total_sq_feet,age_of_house,total_baths,neighborhood,foundation,exter_qual,heating_qc,kitchen_qual
881,190000,7,1728,572.0,2592.0,5,2.5,CollgCr,PConc,Gd,Ex,Gd
1180,217500,8,1239,477.0,2469.0,13,2.5,Veenker,PConc,Gd,Ex,Gd
1553,165500,5,1955,356.0,3106.0,50,2.0,IDOTRR,CBlock,TA,Gd,TA
928,174500,7,1564,234.0,2268.0,68,1.5,Crawfor,CBlock,TA,Ex,Fa
1512,100000,4,1204,312.0,1620.0,54,1.0,Edwards,CBlock,TA,Gd,TA
3,172000,6,1329,312.0,2658.0,52,1.5,NAmes,CBlock,TA,TA,Gd
2140,120000,5,879,440.0,1743.0,32,1.0,CollgCr,CBlock,TA,TA,TA
553,82000,4,841,294.0,1562.0,59,1.0,SawyerW,CBlock,Fa,Gd,TA
2594,127000,6,1312,649.0,2096.0,59,1.5,NAmes,CBlock,TA,Ex,TA
1314,129500,6,2058,396.0,2793.0,91,1.5,OldTown,BrkTil,TA,Fa,TA
366,187500,8,1360,565.0,2580.0,25,2.0,StoneBr,CBlock,Gd,Gd,Gd
1462,300000,8,1786,715.0,3564.0,6,3.0,CollgCr,PConc,Gd,Ex,Gd
2541,190000,6,1993,495.0,2818.0,35,2.5,NWAmes,CBlock,TA,Gd,TA
2088,96000,4,1362,280.0,2313.0,87,2.0,Edwards,BrkTil,Fa,Fa,TA
527,241000,7,1550,438.0,2642.0,3,3.0,Somerst,PConc,Gd,Ex,Gd
1824,143900,5,1696,349.0,2836.0,45,1.5,Sawyer,CBlock,TA,TA,TA
2918,87550,4,1092,286.0,1638.0,36,1.5,MeadowV,CBlock,TA,TA,TA
49,319900,9,1752,576.0,3504.0,5,3.0,NridgHt,PConc,Ex,Ex,Ex
2332,356383,9,2473,675.0,3567.0,0,2.5,StoneBr,PConc,Gd,Ex,Gd
826,239000,9,1800,702.0,3600.0,2,2.0,CollgCr,PConc,Gd,Ex,Ex
1108,287500,7,2197,783.0,3277.0,15,3.5,NoRidge,PConc,Gd,Ex,Gd
2041,128500,5,1382,660.0,1574.0,66,1.5,OldTown,CBlock,TA,TA,TA
57,185088,7,1733,433.0,2580.0,6,2.5,Gilbert,PConc,Gd,Ex,Gd
520,229800,7,1402,625.0,2804.0,1,2.0,Somerst,PConc,Gd,Ex,Gd
2305,124500,5,887,288.0,1751.0,23,1.5,Mitchel,CBlock,TA,TA,TA
2533,142000,5,1051,504.0,2102.0,38,2.0,NAmes,CBlock,TA,Gd,TA
2852,149000,6,1510,216.0,2265.0,86,1.0,SWISU,PConc,TA,Ex,TA
1198,135000,5,1656,506.0,3312.0,35,2.0,NWAmes,CBlock,TA,TA,TA
1681,128000,6,958,440.0,2036.0,31,2.0,NPkVill,CBlock,TA,TA,TA
1825,145000,5,1040,686.0,2080.0,39,2.5,Sawyer,CBlock,TA,TA,TA
2208,139000,5,1250,552.0,1911.0,97,2.0,Crawfor,PConc,TA,Ex,TA
1646,178000,6,1868,477.0,2453.0,23,3.5,NWAmes,CBlock,TA,Ex,TA
1060,460000,10,2790,1150.0,4410.0,3,3.5,NridgHt,PConc,Ex,Ex,Ex
748,214500,6,2134,441.0,2978.0,93,2.0,BrkSide,BrkTil,TA,Gd,Gd
2846,160000,5,1928,0.0,2614.0,90,2.0,SWISU,PConc,TA,Gd,TA
493,214000,7,2060,390.0,3052.0,10,3.5,Gilbert,PConc,Gd,Ex,Gd
694,128900,6,1378,162.0,2279.0,74,1.0,OldTown,PConc,TA,Gd,Gd
2283,168000,4,1622,1356.0,2871.0,46,2.0,Mitchel,CBlock,TA,Ex,TA
1800,310013,8,1880,880.0,2835.0,0,3.5,Somerst,PConc,Gd,Ex,Ex
1632,170000,8,1088,461.0,2162.0,21,1.5,StoneBr,CBlock,Gd,Ex,Gd
2624,133700,5,1040,286.0,2080.0,47,1.0,NAmes,CBlock,TA,TA,TA
2197,165000,6,1502,180.0,2104.0,84,1.5,Crawfor,PConc,TA,TA,Gd
1045,89500,6,987,264.0,1470.0,37,1.5,BrDale,CBlock,TA,TA,TA
2549,140000,6,1095,264.0,1683.0,48,2.0,NAmes,CBlock,TA,TA,TA
2829,134000,7,1709,380.0,2679.0,2,2.0,Edwards,PConc,Gd,Ex,Gd
2480,248500,6,1731,462.0,2567.0,14,3.5,SawyerW,PConc,Gd,Ex,Gd
2724,145000,4,960,364.0,1608.0,41,1.5,Sawyer,CBlock,TA,Ex,TA
2352,179900,6,1552,434.0,2265.0,31,3.5,NWAmes,CBlock,TA,TA,TA
1783,147000,8,1795,895.0,3590.0,1,2.0,Somerst,PConc,Gd,Ex,Gd
338,136000,5,1274,576.0,1898.0,19,1.5,Mitchel,PConc,TA,Gd,TA
196,128000,6,1196,576.0,1768.0,70,2.0,BrkSide,CBlock,TA,Ex,TA
762,88750,4,704,220.0,1264.0,63,1.5,Sawyer,CBlock,TA,Ex,Fa
151,122500,5,972,305.0,1944.0,55,1.0,NAmes,CBlock,TA,TA,TA
158,97500,6,1458,330.0,2370.0,62,1.5,NAmes,CBlock,TA,TA,TA
2572,135000,6,1008,430.0,2016.0,43,1.0,NAmes,CBlock,TA,TA,TA
1686,314813,9,1828,774.0,3650.0,0,2.0,NridgHt,PConc,Ex,Ex,Gd
943,85000,3,1526,0.0,2026.0,94,1.0,IDOTRR,CBlock,Fa,TA,Fa
735,134900,6,1176,624.0,1874.0,72,1.0,BrkSide,BrkTil,Gd,TA,TA
2741,137000,5,1057,288.0,2114.0,51,1.5,Edwards,CBlock,TA,Gd,Gd
1106,350000,8,2113,839.0,4222.0,13,3.5,NoRidge,PConc,Gd,Ex,Gd
2375,145000,5,1387,300.0,2330.0,39,2.0,NAmes,CBlock,TA,TA,TA
1701,418000,9,2758,814.0,4462.0,2,2.5,NridgHt,PConc,Gd,Ex,Ex
2657,64000,3,840,250.0,1638.0,86,1.0,OldTown,PConc,TA,Gd,Fa
907,159434,5,1520,281.0,2313.0,77,1.0,SWISU,BrkTil,TA,Ex,TA
1777,260261,8,1542,852.0,3084.0,0,3.0,Somerst,PConc,Gd,Ex,Gd
164,166000,5,1385,720.0,2295.0,58,2.0,NAmes,CBlock,TA,Fa,TA
1973,130000,5,936,288.0,1832.0,45,2.0,NAmes,CBlock,TA,TA,TA
2857,112000,5,1288,240.0,2112.0,65,1.0,SWISU,CBlock,TA,TA,TA
1208,155000,5,1128,525.0,2248.0,45,3.0,NAmes,CBlock,TA,Gd,TA
319,269500,8,1968,680.0,2742.0,1,2.5,Timber,PConc,Gd,Ex,Ex
2567,172000,6,1246,441.0,2492.0,42,2.0,NAmes,CBlock,TA,TA,TA
2222,219500,7,1740,240.0,2540.0,67,1.5,Crawfor,CBlock,TA,TA,TA
2493,133500,5,925,484.0,1850.0,43,2.0,Sawyer,PConc,TA,Gd,TA
1757,170000,7,1430,400.0,1814.0,7,2.5,Gilbert,PConc,TA,Ex,TA
184,150000,8,1566,288.0,2496.0,110,2.0,OldTown,BrkTil,Gd,TA,Gd
1248,130000,5,950,400.0,1934.0,55,1.0,NAmes,PConc,TA,TA,TA
2574,143000,5,1144,796.0,2288.0,47,2.0,NAmes,CBlock,TA,TA,TA
1215,140000,5,1114,451.0,2228.0,47,2.0,NAmes,CBlock,TA,TA,TA
1614,244000,7,2223,516.0,4446.0,34,3.0,NAmes,CBlock,TA,Ex,TA
2039,101000,5,1111,288.0,1641.0,87,1.0,IDOTRR,BrkTil,TA,TA,Fa
2669,125000,5,960,624.0,1920.0,48,1.0,OldTown,CBlock,TA,Ex,TA
1005,183000,6,1633,460.0,2565.0,10,2.5,Gilbert,PConc,TA,Gd,TA
753,104000,6,2229,0.0,2613.0,97,1.0,OldTown,CBlock,TA,Ex,TA
1275,112500,6,984,280.0,1920.0,54,2.0,NAmes,CBlock,TA,TA,TA
2350,207500,6,1686,612.0,3372.0,26,3.0,NWAmes,CBlock,TA,TA,TA
2762,225000,7,1614,576.0,3228.0,1,2.0,CollgCr,PConc,Gd,Ex,Gd
2788,119900,5,864,297.0,1728.0,34,1.0,CollgCr,CBlock,TA,Ex,TA
2384,293000,7,1740,874.0,3461.0,0,2.0,NridgHt,PConc,Gd,Ex,Gd
2716,180000,5,1721,440.0,3182.0,38,2.5,Sawyer,CBlock,TA,Gd,TA
313,169900,6,1034,888.0,2046.0,34,2.0,Mitchel,CBlock,TA,TA,TA
84,112000,6,1902,539.0,1902.0,32,2.0,Sawyer,Slab,TA,TA,TA
81,152000,6,1097,480.0,2137.0,26,2.0,SawyerW,PConc,TA,TA,TA
2389,300000,9,2206,670.0,3296.0,1,2.5,NridgHt,PConc,Gd,Ex,Ex
280,107000,6,1117,672.0,2146.0,34,2.0,Edwards,CBlock,TA,TA,TA
190,122500,4,2290,560.0,3067.0,125,2.0,OldTown,PConc,TA,Gd,TA
2371,89000,6,948,264.0,1431.0,34,1.5,BrDale,CBlock,TA,TA,TA
213,95000,6,919,231.0,1519.0,70,1.0,SWISU,CBlock,TA,Ex,TA
1864,143450,6,1152,412.0,2064.0,39,2.5,NWAmes,CBlock,TA,Ex,TA
37,376162,9,2334,751.0,3924.0,1,2.5,NridgHt,PConc,Ex,Ex,Ex
146,167500,5,1264,461.0,2532.0,50,2.0,NAmes,CBlock,TA,TA,TA
809,153337,5,1224,528.0,2310.0,30,3.0,SawyerW,CBlock,TA,TA,TA
767,103600,6,1369,300.0,2041.0,84,3.0,Edwards,BrkTil,TA,TA,TA
262,128200,5,894,308.0,1788.0,34,2.0,CollgCr,CBlock,TA,TA,TA
101,177500,6,1573,440.0,2329.0,10,2.5,Somerst,PConc,Gd,Ex,Gd
48,320000,8,2250,756.0,3921.0,8,3.5,NridgHt,PConc,Gd,Ex,Gd
489,190000,6,1514,394.0,2308.0,9,3.5,Gilbert,PConc,TA,Ex,TA
2369,91500,6,1218,0.0,1890.0,35,1.5,BrDale,CBlock,TA,TA,TA
707,93000,5,1387,256.0,2198.0,55,2.0,OldTown,CBlock,TA,TA,Gd
1556,40000,4,1317,250.0,1966.0,88,1.0,IDOTRR,BrkTil,TA,TA,TA
2034,127000,6,1355,0.0,2039.0,93,1.5,IDOTRR,PConc,TA,TA,Gd
2176,148000,6,1113,504.0,2256.0,31,2.5,Edwards,CBlock,TA,TA,TA
1549,120500,5,778,924.0,1518.0,68,1.0,IDOTRR,CBlock,TA,Ex,TA
909,139500,6,1489,240.0,2267.0,69,2.0,SWISU,BrkTil,TA,TA,TA
892,320000,9,1698,768.0,3396.0,2,3.0,Edwards,PConc,Ex,Ex,Ex
2045,219000,7,2267,498.0,3272.0,70,2.5,Sawyer,CBlock,TA,TA,TA
2927,131000,5,902,484.0,1766.0,23,2.0,Mitchel,CBlock,TA,TA,TA
1732,171925,6,1495,440.0,2233.0,1,2.5,Gilbert,PConc,Gd,Ex,Gd
998,177900,5,1384,404.0,2732.0,12,3.0,Gilbert,PConc,Gd,Gd,Gd
2203,141500,6,1436,228.0,2021.0,86,1.0,Crawfor,BrkTil,TA,TA,TA
356,191000,6,1636,440.0,2588.0,11,3.5,Gilbert,PConc,Gd,Gd,TA
2475,158000,6,1158,576.0,2316.0,2,2.5,SawyerW,PConc,TA,Ex,Gd
2264,248900,8,1646,870.0,3284.0,1,2.0,Timber,PConc,Gd,Ex,Gd
2201,175000,5,1768,240.0,2499.0,70,2.5,SWISU,BrkTil,TA,Ex,Gd
2545,185900,6,1565,299.0,2752.0,41,3.0,NAmes,PConc,TA,Ex,Gd
2660,163000,7,1768,320.0,2648.0,92,1.5,OldTown,BrkTil,TA,Fa,TA
2882,115000,5,1396,0.0,2056.0,55,2.0,IDOTRR,CBlock,Fa,TA,TA
1379,157500,6,1096,484.0,2104.0,30,2.0,Sawyer,CBlock,TA,TA,TA
491,245000,7,2312,658.0,3489.0,10,3.5,Gilbert,PConc,Gd,Ex,Gd
1002,180000,8,1337,462.0,2674.0,15,3.0,StoneBr,PConc,Gd,Gd,Gd
1848,148800,7,1102,480.0,1653.0,3,2.5,Somerst,PConc,Gd,Ex,Gd
1455,237000,8,2031,577.0,3159.0,6,3.5,CollgCr,PConc,Gd,Ex,Gd
908,60000,2,438,246.0,728.0,89,1.0,SWISU,CBlock,TA,TA,Fa
1490,165000,5,1033,504.0,1489.0,32,1.5,Edwards,CBlock,TA,Ex,TA
1465,240000,7,2327,596.0,3456.0,5,2.5,CollgCr,PConc,Gd,Ex,Gd
1627,160000,7,1187,420.0,2355.0,15,2.0,Gilbert,PConc,TA,Gd,Gd
2849,128000,6,1340,440.0,2120.0,61,2.0,SWISU,CBlock,TA,TA,TA
1501,82000,4,1152,0.0,1152.0,53,2.0,Edwards,PConc,TA,TA,Fa
626,256000,6,1567,542.0,3129.0,43,3.0,NAmes,CBlock,TA,Gd,Gd
722,143000,7,1482,324.0,2132.0,89,1.5,OldTown,PConc,TA,Ex,TA
2260,231713,7,1689,433.0,3378.0,1,2.0,Timber,PConc,Gd,Ex,Gd
1639,155000,5,1424,828.0,2524.0,38,2.5,Gilbert,CBlock,TA,TA,TA
1603,128500,5,816,264.0,1632.0,25,1.5,Mitchel,CBlock,TA,Ex,TA
1520,168000,7,1424,312.0,2652.0,87,2.0,SWISU,BrkTil,TA,Ex,TA
1665,184000,7,1479,484.0,2204.0,35,2.5,NAmes,CBlock,TA,Gd,Gd
2635,124000,5,1025,0.0,2050.0,44,2.0,NAmes,CBlock,TA,TA,TA
581,185000,6,1442,615.0,2884.0,39,2.0,NWAmes,CBlock,TA,TA,TA
2435,230500,8,1936,504.0,3342.0,6,2.5,Gilbert,PConc,Gd,Ex,Gd
2799,227000,7,1939,555.0,2993.0,8,3.0,CollgCr,PConc,TA,Ex,Gd
883,173500,6,1476,540.0,2214.0,4,3.5,CollgCr,PConc,Gd,Ex,Gd
2537,140000,5,898,326.0,1731.0,38,2.0,NAmes,CBlock,TA,Gd,TA
1120,247000,8,1460,480.0,2920.0,2,2.0,Somerst,PConc,Gd,Ex,Gd
774,149900,6,1034,504.0,1490.0,31,1.5,Sawyer,CBlock,TA,TA,TA
1447,158000,5,1174,528.0,2038.0,30,2.0,CollgCr,CBlock,TA,Ex,TA
104,147110,7,1080,496.0,1610.0,7,2.5,Somerst,PConc,Gd,Ex,Gd
2694,119500,6,1376,198.0,2156.0,69,2.0,IDOTRR,BrkTil,TA,TA,TA
920,205000,5,1567,440.0,2407.0,69,2.5,Crawfor,CBlock,TA,Ex,TA
1951,148000,5,1534,0.0,2270.0,112,1.5,OldTown,CBlock,TA,Ex,Gd
9,236500,8,1616,608.0,3211.0,15,3.0,StoneBr,PConc,Gd,Ex,Gd
2848,137000,5,1551,240.0,2609.0,68,3.0,SWISU,BrkTil,TA,TA,Fa
614,122000,5,960,330.0,1920.0,54,2.0,NAmes,CBlock,TA,Gd,TA
1736,176485,7,1302,436.0,2604.0,0,2.0,Gilbert,PConc,Gd,Ex,Gd
2686,109000,5,816,210.0,1632.0,81,1.0,BrkSide,BrkTil,TA,TA,TA
2257,330000,7,1502,286.0,3004.0,9,2.5,GrnHill,PConc,Gd,Ex,Gd
1284,143000,6,1133,308.0,1325.0,0,2.0,OldTown,PConc,TA,Gd,TA
1765,410000,9,3078,806.0,4486.0,9,3.5,NoRidge,PConc,Gd,Ex,Gd
1811,201000,6,1721,471.0,2649.0,13,3.0,SawyerW,PConc,Gd,Ex,Gd
2603,80000,4,1760,648.0,2837.0,96,1.5,OldTown,BrkTil,TA,TA,TA
2220,259500,6,2320,180.0,3348.0,62,3.5,Crawfor,CBlock,TA,Ex,Gd
2273,279900,7,2486,452.0,3608.0,4,4.5,Timber,PConc,Gd,Ex,Gd
163,154000,5,1246,305.0,2492.0,51,2.5,NAmes,CBlock,TA,Ex,Gd
2116,277000,6,2144,389.0,3588.0,49,2.5,ClearCr,CBlock,Gd,Gd,Gd
2734,128000,5,1150,215.0,1949.0,64,1.0,Edwards,BrkTil,TA,Ex,TA
426,256300,8,1600,890.0,3166.0,2,2.0,NridgHt,PConc,Gd,Ex,Gd
2216,188000,4,1755,231.0,2685.0,77,2.0,Crawfor,BrkTil,TA,Ex,Gd
2900,312500,8,1800,765.0,3600.0,4,3.0,Timber,PConc,Gd,Ex,Gd
97,151000,7,1200,480.0,1800.0,6,2.5,Somerst,PConc,Gd,Ex,Gd
1680,122500,5,1365,440.0,2130.0,36,2.5,BrDale,CBlock,TA,Ex,TA
1133,188000,6,1696,542.0,2531.0,5,3.5,SawyerW,PConc,Gd,Ex,Gd
2761,209700,7,1809,638.0,2754.0,1,2.5,CollgCr,PConc,Gd,Ex,Gd
1642,441929,8,2234,724.0,4454.0,1,2.5,StoneBr,PConc,Gd,Ex,Gd
1141,163000,6,1680,474.0,2566.0,15,3.0,SawyerW,PConc,Gd,Ex,Gd
2118,187500,6,2087,444.0,2919.0,41,2.5,ClearCr,CBlock,TA,Gd,Gd
870,220000,8,1513,521.0,2975.0,10,3.0,CollgCr,PConc,Gd,Ex,Gd
1875,127000,5,1107,308.0,2056.0,40,2.0,NAmes,CBlock,TA,TA,Gd
155,107500,5,827,392.0,827.0,55,1.0,NAmes,Slab,TA,Ex,TA
1318,128000,6,1484,0.0,2226.0,94,2.0,OldTown,CBlock,TA,Ex,TA
1285,73000,5,764,504.0,1444.0,83,1.0,OldTown,BrkTil,TA,Gd,TA
2400,374000,9,1792,874.0,3584.0,3,3.0,NridgHt,PConc,Gd,Ex,Ex
1068,421250,8,2649,746.0,4128.0,7,3.5,NridgHt,PConc,Gd,Ex,Gd
361,178000,6,1593,389.0,2401.0,17,2.5,Gilbert,PConc,TA,Gd,TA
1493,137500,4,1181,588.0,2319.0,36,3.0,Edwards,CBlock,TA,TA,TA
1110,301500,8,1987,691.0,3973.0,14,3.0,NoRidge,PConc,Gd,Ex,Gd
911,105000,6,1242,180.0,1825.0,74,1.5,SWISU,BrkTil,TA,Gd,TA
2535,157500,6,976,504.0,1952.0,38,2.0,NAmes,CBlock,TA,TA,Gd
2030,117000,5,1214,216.0,2183.0,106,1.0,OldTown,CBlock,TA,TA,TA
2634,105000,5,864,336.0,1728.0,44,1.5,NAmes,CBlock,TA,Gd,TA
1530,115000,6,1639,240.0,2230.0,72,1.0,SWISU,BrkTil,TA,Ex,TA
435,360000,9,1736,834.0,3472.0,1,2.0,NridgHt,PConc,Ex,Ex,Ex
812,118858,5,1535,400.0,1535.0,30,2.0,SawyerW,Slab,TA,TA,TA
1202,173000,6,1632,484.0,2432.0,42,2.0,NWAmes,CBlock,TA,Gd,Gd
666,78500,3,725,320.0,1355.0,119,1.5,OldTown,BrkTil,TA,TA,TA
1751,183500,7,1720,440.0,2560.0,3,2.5,Gilbert,PConc,Gd,Ex,Gd
705,93000,4,936,576.0,1872.0,56,1.0,OldTown,CBlock,Fa,TA,TA
1744,226500,8,1589,630.0,2995.0,4,3.0,Blmngtn,PConc,Gd,Ex,Gd
357,178000,6,1571,380.0,2370.0,16,2.5,Gilbert,PConc,Gd,Gd,TA
2133,226000,7,1479,558.0,2932.0,4,3.0,CollgCr,PConc,Gd,Ex,Gd
989,173000,5,1632,898.0,2416.0,40,1.5,Mitchel,CBlock,Gd,Ex,TA
562,62383,5,864,360.0,1728.0,44,1.0,Sawyer,CBlock,TA,Gd,TA
1054,446261,9,2713,858.0,4165.0,0,3.5,NridgHt,PConc,Ex,Ex,Ex
2850,160000,7,1479,312.0,2103.0,80,2.0,SWISU,BrkTil,TA,Ex,Gd
1082,219990,7,1576,668.0,2969.0,4,3.0,Blmngtn,PConc,Gd,Ex,Gd
1440,191000,7,1479,577.0,2947.0,9,2.0,CollgCr,PConc,Gd,Ex,Gd
2006,136500,5,1060,308.0,1816.0,82,2.0,BrkSide,PConc,TA,TA,TA
2082,80000,4,943,308.0,943.0,49,1.0,Edwards,Slab,TA,TA,Gd
2344,229000,7,2183,786.0,3387.0,18,2.5,NWAmes,PConc,Gd,Gd,Gd
248,236000,7,1949,574.0,2999.0,17,3.5,SawyerW,PConc,Gd,Ex,Gd
2276,392000,10,1824,932.0,3648.0,1,2.0,Timber,PConc,Ex,Ex,Ex
755,149000,6,1930,316.0,2650.0,82,3.0,IDOTRR,CBlock,TA,Fa,TA
1178,345000,10,2393,846.0,3363.0,10,3.5,Somerst,PConc,Ex,Ex,Ex
2636,169000,5,2014,624.0,2730.0,106,2.0,OldTown,PConc,Gd,Ex,TA
2077,109900,4,1242,336.0,1726.0,61,1.0,Edwards,CBlock,TA,TA,TA
2930,188000,7,2000,650.0,2996.0,13,2.5,Mitchel,PConc,TA,Ex,TA
737,132500,6,1412,280.0,2192.0,70,1.0,BrkSide,CBlock,TA,Ex,TA
837,143000,5,990,440.0,1980.0,15,2.0,CollgCr,PConc,TA,Ex,TA
2086,125000,5,1342,256.0,2684.0,56,2.0,Edwards,CBlock,TA,Ex,TA
2385,415000,9,1868,1085.0,3736.0,1,3.0,NridgHt,PConc,Ex,Ex,Ex
189,125500,4,1363,528.0,1985.0,100,1.0,OldTown,CBlock,TA,Gd,TA
635,139000,6,1632,338.0,2872.0,51,3.0,NAmes,CBlock,TA,Gd,TA
432,451950,10,2296,842.0,4018.0,1,3.5,NridgHt,PConc,Ex,Ex,Ex
900,119900,5,1678,0.0,3356.0,50,2.0,Edwards,CBlock,TA,TA,TA
966,220000,8,1296,471.0,2563.0,8,3.0,Timber,PConc,Gd,Ex,Gd
1612,167300,6,1587,525.0,3174.0,36,2.0,NAmes,CBlock,TA,TA,TA
904,122000,5,1298,256.0,2018.0,68,1.0,Edwards,CBlock,TA,Ex,TA
2487,125000,5,1728,504.0,3456.0,43,3.0,Sawyer,CBlock,TA,TA,TA
1304,112500,5,928,288.0,1856.0,51,1.0,OldTown,CBlock,TA,Gd,TA
2112,191000,7,1795,578.0,2674.0,2,2.5,CollgCr,PConc,Gd,Ex,Gd
1244,136000,6,1080,288.0,2160.0,50,1.0,NAmes,CBlock,TA,Gd,TA
843,197900,7,1779,546.0,2645.0,11,2.5,CollgCr,PConc,TA,Ex,Gd
2689,117000,6,1635,255.0,2120.0,96,1.0,OldTown,CBlock,TA,Gd,Gd
2753,194000,7,1220,632.0,2419.0,0,3.0,CollgCr,PConc,Gd,Ex,Gd
1169,285000,9,1310,545.0,2620.0,7,2.5,Somerst,PConc,Gd,Ex,Gd
1376,127500,5,1355,0.0,1999.0,68,3.0,Edwards,BrkTil,TA,Gd,TA
2503,268000,7,2295,590.0,3390.0,14,3.5,NoRidge,PConc,Gd,Ex,Gd
1987,137000,4,1798,342.0,2873.0,107,2.5,OldTown,PConc,TA,Ex,TA
1190,215000,7,1620,578.0,3240.0,41,2.0,NWAmes,CBlock,TA,Ex,Gd
1930,129500,5,1216,336.0,2432.0,52,2.0,NAmes,CBlock,TA,TA,TA
2677,115000,5,1344,240.0,2240.0,70,1.0,BrkSide,BrkTil,TA,Gd,TA
1256,114000,5,1159,288.0,1906.0,83,1.0,OldTown,PConc,TA,TA,TA
2484,107000,4,1056,384.0,2112.0,40,2.0,SawyerW,CBlock,TA,TA,TA
1253,118500,5,1216,336.0,2048.0,61,1.0,NAmes,CBlock,TA,TA,TA
1337,120000,6,1158,208.0,2020.0,79,1.0,BrkSide,BrkTil,TA,TA,TA
1788,260000,8,1538,484.0,3076.0,2,3.0,Somerst,PConc,Gd,Ex,Gd
141,136000,5,1143,308.0,2286.0,51,2.0,NAmes,CBlock,TA,TA,TA
1669,123000,4,872,480.0,1730.0,36,1.0,NAmes,CBlock,TA,TA,TA
1366,89500,6,1406,0.0,1725.0,88,1.0,IDOTRR,CBlock,TA,TA,Fa
52,199500,6,1324,430.0,2648.0,5,2.0,Gilbert,PConc,Gd,Ex,Gd
1380,109900,5,904,408.0,1780.0,42,1.0,Sawyer,PConc,TA,TA,TA
919,234000,7,2080,282.0,3356.0,83,1.5,Crawfor,BrkTil,Gd,Ex,Gd
2804,155900,6,848,420.0,1696.0,2,2.0,CollgCr,PConc,Gd,Ex,Gd
782,161500,4,1788,304.0,2892.0,52,2.0,ClearCr,CBlock,TA,Ex,TA
956,137500,6,1344,525.0,2163.0,51,1.5,Timber,CBlock,TA,Gd,Gd
187,76500,5,2256,0.0,3096.0,100,2.0,OldTown,BrkTil,TA,Fa,Fa
2074,211000,6,2060,521.0,3211.0,19,3.0,ClearCr,PConc,Gd,TA,TA
1039,181000,6,1337,511.0,2742.0,10,3.0,NAmes,PConc,Gd,Ex,Gd
1210,174900,6,1165,490.0,2292.0,42,2.5,NAmes,CBlock,TA,TA,TA
2710,164500,5,1320,564.0,2484.0,40,2.0,Sawyer,CBlock,TA,Ex,TA
44,214000,7,1535,532.0,3052.0,6,2.0,NridgHt,PConc,Gd,Ex,Gd
1026,185000,7,2044,489.0,2782.0,28,2.5,NWAmes,CBlock,TA,TA,TA
1343,123000,4,1136,336.0,1840.0,79,1.5,BrkSide,PConc,TA,Ex,TA
2248,183500,6,1299,486.0,2300.0,28,3.0,Mitchel,CBlock,TA,TA,Gd
1849,174000,8,1441,492.0,2217.0,8,2.5,Somerst,PConc,Gd,Ex,Gd
2076,130000,5,1630,649.0,2703.0,54,2.0,Edwards,CBlock,TA,TA,TA
2641,178000,7,1641,546.0,2369.0,81,2.0,OldTown,BrkTil,TA,Ex,Ex
5,189900,5,1629,482.0,2557.0,13,2.5,Gilbert,PConc,TA,Gd,TA
878,144000,6,848,420.0,1696.0,6,2.0,CollgCr,PConc,Gd,Ex,Gd
1548,120500,6,816,432.0,1632.0,78,1.0,IDOTRR,BrkTil,Gd,Ex,TA
841,145000,5,1097,672.0,2194.0,15,1.5,CollgCr,PConc,TA,Ex,TA
1621,251000,8,1652,499.0,3146.0,7,3.0,StoneBr,PConc,Gd,Ex,Ex
218,136500,4,1768,0.0,3536.0,42,2.0,Sawyer,CBlock,TA,TA,TA
1504,82500,4,1152,0.0,1152.0,53,2.0,Edwards,Slab,TA,TA,TA
946,57625,2,810,280.0,810.0,99,1.0,IDOTRR,CBlock,Fa,TA,TA
455,212500,7,1358,484.0,2708.0,2,3.0,NridgHt,PConc,Gd,Ex,Gd
2906,164000,6,1216,402.0,2432.0,8,3.0,Mitchel,PConc,TA,Ex,TA
2878,139000,6,1638,384.0,2605.0,49,2.0,IDOTRR,CBlock,TA,Gd,Gd
1173,160000,7,1252,462.0,1852.0,9,3.5,Somerst,PConc,Gd,Ex,Gd
985,149000,5,883,698.0,1711.0,17,2.0,Mitchel,PConc,TA,TA,TA
975,130000,5,874,288.0,1738.0,41,2.0,Mitchel,CBlock,TA,TA,TA
202,140000,7,1710,480.0,2286.0,89,2.0,OldTown,BrkTil,TA,Gd,TA
528,264500,8,1836,517.0,3672.0,1,2.0,Somerst,PConc,Gd,Ex,Gd
2579,141000,5,1092,299.0,2184.0,49,2.0,NAmes,CBlock,TA,TA,TA
1841,199900,7,1241,569.0,2482.0,1,2.5,Somerst,PConc,Gd,Ex,Gd
591,167900,6,1334,630.0,2684.0,32,2.5,NWAmes,CBlock,TA,TA,TA
1897,181900,6,1429,572.0,2573.0,47,1.5,NAmes,CBlock,TA,Ex,Gd
70,262500,8,1566,750.0,3132.0,2,3.0,Somerst,PConc,Gd,Ex,Gd
590,230000,7,2288,520.0,3196.0,32,2.0,NWAmes,PConc,TA,Ex,Gd
1172,328900,9,1709,506.0,3407.0,9,3.0,Somerst,PConc,Gd,Ex,Gd
1714,232698,8,1721,554.0,3442.0,2,3.0,NridgHt,PConc,Gd,Ex,Gd
829,221800,8,1254,810.0,2508.0,1,3.0,CollgCr,PConc,Gd,Ex,Gd
1397,152400,5,1350,627.0,1926.0,67,2.5,Sawyer,BrkTil,TA,Gd,Gd
877,213000,7,1630,451.0,3260.0,9,2.0,CollgCr,PConc,Gd,Ex,Gd
